0,51748.0,862.0,Other
1,51825.5,865.0,Other
2,51784.0,872.5,Other
3,51786.5,900.5,Other
4,51825.0,899.5,Other
5,51761.0,903.0,Other
6,51896.0,915.0,Other
7,51977.0,951.5,M2c
8,52137.5,955.0,Other
9,51995.5,973.5,Other
10,52332.0,1021.0,Other
11,51890.5,1064.0,M1
12,52406.5,1073.5,Other
13,52251.0,1083.0,Other
14,51891.0,1098.0,Other
15,52468.0,1115.5,Other
16,52487.5,1119.5,Other
17,52449.5,1122.0,Other
18,51912.5,1148.0,M1
19,51931.5,1159.0,Other
20,52538.5,1181.0,Other
21,52501.0,1187.5,M2c
22,51950.5,1196.5,Other
23,52076.5,1213.0,Other
24,52528.0,1215.5,Other
25,51914.5,1220.5,M2c
26,51941.0,1222.0,M2c
27,52037.0,1228.5,Other
28,52022.0,1234.5,Other
29,52250.0,1245.5,Other
30,52534.0,1255.5,Other
31,52251.5,1286.0,M1
32,52135.0,1284.0,M1
33,52065.0,1295.5,M1
34,51824.5,1312.0,Other
35,52258.0,1360.0,Other
36,52207.0,1360.0,Other
37,52192.5,1380.0,Other
38,52285.0,1387.5,Other
39,52257.0,1389.0,Other
40,52324.5,1388.0,Other
41,52312.5,1401.0,Other
42,52287.0,1406.0,Other
43,52322.5,1416.0,Other
44,52337.0,1409.5,Other
45,50019.0,652.5,Other
46,50090.0,663.0,Other
47,50040.5,676.5,Other
48,50118.0,664.5,Other
49,49945.0,704.5,Other
50,49986.0,706.0,Other
51,50042.0,718.0,Other
52,50012.5,715.5,Other
53,50130.0,729.5,M2c
54,50066.5,738.5,Other
55,50031.0,748.5,Other
56,49993.5,755.0,Other
57,50136.5,770.5,M2c
58,49759.0,775.0,Other
59,50075.5,773.0,Other
60,50052.5,774.5,Other
61,49979.5,799.0,Other
62,50051.0,800.5,Other
63,50013.5,805.5,M1
64,49983.5,821.5,Other
65,49781.5,843.0,Other
66,49819.0,836.5,Other
67,49913.5,841.0,Other
68,49763.0,856.5,M2c
69,50006.5,869.0,Other
70,49981.5,873.5,M2c
71,49962.0,886.0,Other
72,49720.0,909.5,Other
73,49973.0,918.5,Other
74,49745.5,931.5,Other
75,49955.5,951.5,Other
76,49981.5,958.5,Other
77,49735.0,958.0,Other
78,50026.5,971.0,Other
79,49838.5,976.0,M1
80,49970.0,1003.0,Other
81,49772.0,1010.5,Other
82,50066.5,1015.0,Other
83,49413.0,1037.0,Other
84,50122.0,1041.0,Other
85,50062.5,1041.0,Other
86,49498.0,1089.0,Other
87,49489.0,1123.0,Other
88,49431.5,1147.5,Other
89,49527.5,1156.0,Other
90,49963.0,1239.0,Other
91,49552.5,1286.5,Other
92,49785.0,1301.5,Other
93,49931.0,1302.5,Other
94,50117.0,1362.5,Other
95,49511.5,1398.0,Other
96,52651.5,1107.0,M1
97,52698.0,1120.5,Other
98,52748.5,1136.5,Other
99,52649.0,1128.0,Other
100,52671.5,1150.5,Other
101,52816.0,1157.0,Other
102,52622.5,1153.5,Other
103,52791.0,1152.5,Other
104,52719.5,1158.0,Other
105,52583.0,1160.5,Other
106,52847.5,1185.5,Other
107,52585.5,1207.0,Other
108,52817.5,1208.0,Other
109,52781.5,1226.5,Other
110,53048.5,1233.0,Other
111,53071.5,1235.5,Other
112,52567.5,1249.5,Other
113,52931.0,1240.0,Other
114,52853.0,1243.5,Other
115,52980.0,1256.5,M1
116,53043.0,1259.5,Other
117,53083.0,1269.5,Other
118,53054.5,1278.5,Other
119,53127.5,1276.0,Other
120,53174.5,1282.0,M1
121,52981.5,1291.5,Other
122,52889.5,1295.5,Other
123,53066.5,1303.0,Other
124,53172.5,1308.0,M1
125,53127.0,1308.0,M2c
126,53148.0,1311.5,Other
127,52909.0,1317.0,Other
128,53299.0,1339.5,Other
129,53149.5,1333.0,Other
130,52999.0,1333.5,M1
131,52936.0,1336.0,Other
132,53031.5,1358.5,Other
133,52992.5,1359.5,Other
134,53342.0,1369.0,Other
135,52974.0,1384.5,Other
136,53343.0,1401.5,M1
137,53177.5,1414.0,Other
138,52849.5,1427.0,M2c
139,53344.0,1427.5,Other
140,52915.5,1432.5,Other
141,53043.5,1433.5,Other
142,52990.0,1435.5,Other
143,50310.0,650.0,Other
144,50223.0,650.5,M1
145,50530.0,662.0,Other
146,50199.0,662.0,M2c
147,50492.5,677.0,Other
148,50360.5,696.5,M2c
149,50635.0,724.0,Other
150,50614.5,729.0,Other
151,50475.5,735.0,Other
152,50313.5,733.0,Other
153,50461.0,747.5,Other
154,50605.5,763.5,Other
155,50163.0,809.5,Other
156,50213.5,826.5,Other
157,50610.5,852.0,M2c
158,50300.0,878.5,M2c
159,50495.5,905.5,Other
160,50890.5,931.0,Other
161,50321.0,943.0,M2c
162,50159.5,941.5,M2c
163,50172.5,961.0,M2c
164,50456.0,971.0,M1
165,50833.5,989.5,Other
166,50433.0,992.0,M1
167,50387.5,1014.0,Other
168,50757.0,1025.5,Other
169,50342.0,1031.0,Other
170,50251.5,1043.0,Other
171,50229.5,1051.5,Other
172,50335.0,1059.0,Other
173,50788.5,1053.5,Other
174,50282.5,1059.5,Other
175,50791.0,1072.0,Other
176,50319.5,1122.5,Other
177,50375.0,1144.5,M2c
178,50344.0,1153.5,Other
179,50816.5,1176.0,M2c
180,50667.5,1171.5,Other
181,50734.5,1174.5,M2c
182,50791.5,1174.5,Other
183,50728.5,1203.5,M2c
184,50795.0,1197.5,M2c
185,50778.0,1205.5,M2c
186,50659.5,1227.0,M1
187,50741.5,1225.0,Other
188,50389.5,1236.0,M2c
189,50585.0,1235.0,Other
190,50729.5,1244.5,Other
191,50477.0,1271.5,Other
192,50444.0,1271.5,Other
193,50349.0,1288.5,Other
194,50663.0,1294.0,M2c
195,50448.5,1309.5,M2c
196,50618.0,1321.0,Other
197,50475.5,1313.0,Other
198,50654.5,1325.0,Other
199,50582.5,1357.5,Other
200,50150.5,1359.0,Other
201,50616.5,1380.0,Other
202,50156.0,1383.0,Other
203,50491.5,1389.5,Other
204,50492.0,1410.0,Other
205,50510.5,1423.5,Other
206,49145.0,1357.5,Other
207,49147.0,1398.0,Other
208,49000.5,1423.0,M2c
209,49156.5,1430.5,Other
210,49216.0,1430.5,Other
211,49189.5,1434.0,Other
212,53357.5,1339.5,Other
213,53473.5,1384.5,Other
214,53428.5,1387.0,Other
215,53373.0,1393.5,Other
216,53506.5,1411.0,Other
217,53458.5,1413.0,Other
218,53434.0,1418.5,M2c
219,53519.0,1422.5,Other
220,53361.5,1427.0,Other
221,51661.0,834.5,Other
222,51619.5,841.0,Other
223,51545.0,855.0,Other
224,51573.0,857.5,Other
225,51596.0,856.0,M2c
226,51612.5,854.0,Other
227,51637.0,865.0,Other
228,51686.5,873.5,Other
229,51709.5,884.5,Other
230,51587.5,891.0,Other
231,51626.5,888.0,Other
232,51661.0,899.5,Other
233,51680.5,902.0,Other
234,51734.5,908.5,Other
235,51702.5,913.5,Other
236,51630.5,918.5,Other
237,51558.5,923.0,Other
238,51598.5,927.0,Other
239,51498.5,947.0,Other
240,51500.5,985.5,Other
241,51478.0,998.5,M1
242,51454.0,1025.0,Other
243,51505.5,1039.0,M2c
244,51467.0,1046.0,Other
245,51422.0,1051.5,Other
246,51300.0,1060.5,Other
247,51456.5,1069.0,Other
248,51556.0,1077.5,Other
249,51087.0,1093.0,Other
250,51571.0,1095.5,Other
251,51434.0,1110.0,Other
252,51633.0,1111.0,Other
253,51052.5,1116.0,Other
254,51479.0,1119.5,Other
255,51273.0,1194.5,Other
256,51243.0,1202.0,Other
257,51162.5,1208.5,M1
258,51297.5,1214.5,Other
259,51220.5,1219.5,Other
260,51276.5,1231.5,Other
261,51253.0,1243.0,Other
262,51039.5,1239.5,Other
263,51102.5,1304.5,M1
264,51013.5,1330.0,Other
265,51154.0,1341.0,M1
266,51357.5,1336.5,Other
267,51342.0,1347.0,Other
268,51366.5,1350.0,Other
269,51677.5,1355.0,Other
270,51669.5,1389.0,M1
271,51199.0,1390.0,Other
272,51206.5,1410.0,Other
