0,43820.0,27800.5,Other
1,43912.0,27828.0,Other
2,43829.5,27837.0,Other
3,43853.0,27852.0,Other
4,43889.5,27857.5,Other
5,43955.0,27865.5,Other
6,43819.5,27872.5,Other
7,43845.5,27897.5,Other
8,43966.0,27896.5,Other
9,43879.0,27896.5,Other
10,43932.5,27896.5,Other
11,43869.0,27912.0,Other
12,44005.0,27917.0,M2c
13,43824.0,27921.0,Other
14,43892.0,27922.5,Other
15,44058.0,27926.5,Other
16,43867.5,27928.0,Other
17,44029.0,27938.5,Other
18,43851.0,27936.0,Other
19,43933.0,27943.5,Other
20,43824.5,27943.5,Other
21,43890.5,27957.0,Other
22,44102.5,27957.0,Other
23,43829.0,27960.0,Other
24,43855.5,27958.0,Other
25,44134.5,27957.0,Other
26,43991.5,27965.5,Other
27,43955.5,27963.0,Other
28,44066.5,27981.0,Other
29,43918.0,27970.0,Other
30,44044.5,27981.0,Other
31,43936.5,27977.0,Other
32,43959.5,27991.0,Other
33,44092.0,27986.0,Other
34,44169.5,27989.0,Other
35,43893.5,27996.0,Other
36,43914.0,27997.0,Other
37,43987.0,27996.5,Other
38,44125.5,28001.5,Other
39,43948.0,28020.5,Other
40,43866.5,28015.0,Other
41,43884.0,28029.0,Other
42,43908.0,28033.0,Other
43,44074.0,28044.5,Other
44,44043.0,28046.0,Other
45,43928.0,28041.0,Other
46,43024.0,27438.0,Other
47,43198.5,27439.5,Other
48,43153.0,27449.0,Other
49,43043.0,27458.5,Other
50,43405.0,27455.5,Other
51,43194.0,27465.0,Other
52,43068.0,27476.0,Other
53,43357.0,27487.5,Other
54,43421.5,27497.5,Other
55,43112.0,27496.5,Other
56,43177.5,27486.0,Other
57,43152.5,27490.5,Other
58,43459.0,27511.0,Other
59,43016.0,27512.0,Other
60,43227.5,27523.5,Other
61,43165.0,27525.5,Other
62,43051.0,27530.0,Other
63,43315.0,27533.5,Other
64,43511.0,27534.5,Other
65,43017.5,27537.0,Other
66,43073.0,27554.0,Other
67,43535.0,27550.0,Other
68,43324.0,27571.0,Other
69,43166.5,27571.5,Other
70,43023.0,27565.5,Other
71,43047.5,27573.5,Other
72,43031.0,27580.5,Other
73,43509.0,27589.5,Other
74,43260.0,27590.0,Other
75,43204.0,27594.0,Other
76,43337.5,27603.0,Other
77,43365.5,27609.0,Other
78,43118.0,27625.0,Other
79,43058.0,27623.5,Other
80,43560.0,27625.0,Other
81,43150.5,27632.5,Other
82,43245.0,27644.5,Other
83,43507.5,27647.5,Other
84,43555.0,27650.5,Other
85,43606.5,27651.5,Other
86,43391.0,27666.5,Other
87,43576.5,27665.5,Other
88,43480.0,27659.5,Other
89,43041.5,27662.0,Other
90,43181.5,27667.5,Other
91,43107.0,27674.0,Other
92,43076.0,27673.5,Other
93,43145.0,27675.0,Other
94,43353.5,27689.5,Other
95,43655.0,27680.0,Other
96,43016.5,27680.5,Other
97,43485.5,27688.0,Other
98,43430.5,27691.0,Other
99,43536.5,27685.5,Other
100,43729.0,27690.0,Other
101,43564.0,27698.0,Other
102,43320.5,27706.0,Other
103,43291.0,27703.5,Other
104,43089.0,27703.5,Other
105,43178.5,27705.0,Other
106,43240.5,27711.0,Other
107,43552.5,27717.5,Other
108,43485.0,27728.5,Other
109,43719.5,27746.5,Other
110,43099.0,27734.0,Other
111,43014.5,27744.5,Other
112,43525.5,27748.0,Other
113,43186.0,27734.0,Other
114,43666.0,27739.5,Other
115,43332.0,27753.5,Other
116,43406.5,27744.0,Other
117,43068.5,27748.0,Other
118,43607.0,27756.5,Other
119,43444.5,27757.5,Other
120,43232.5,27753.0,Other
121,43582.0,27767.5,Other
122,43273.5,27761.5,Other
123,43104.0,27771.5,Other
124,43664.5,27765.0,Other
125,43239.5,27789.0,Other
126,43038.0,27777.5,Other
127,43786.0,27777.0,Other
128,43634.5,27781.5,Other
129,43403.5,27787.0,Other
130,43611.0,27783.5,Other
131,43140.0,27786.0,Other
132,43670.5,27796.5,Other
133,43600.0,27801.0,Other
134,43555.5,27795.5,Other
135,43761.5,27792.5,Other
136,43740.5,27800.0,Other
137,43298.5,27815.5,Other
138,43641.0,27815.5,Other
139,43565.5,27829.5,Other
140,43441.0,27808.0,Other
141,43175.0,27824.0,Other
142,43140.5,27811.5,Other
143,43108.0,27811.5,Other
144,43770.5,27814.5,Other
145,43684.0,27818.5,Other
146,43795.0,27825.5,Other
147,43748.5,27827.0,Other
148,43219.0,27835.0,Other
149,43451.5,27835.5,Other
150,43669.5,27848.0,Other
151,43144.5,27839.5,Other
152,43769.0,27839.0,Other
153,43596.5,27848.5,Other
154,43693.5,27846.0,Other
155,43084.5,27847.5,Other
156,43508.0,27850.5,Other
157,43797.0,27844.5,Other
158,43115.5,27857.5,Other
159,43443.5,27875.5,Other
160,43311.0,27867.0,Other
161,43799.5,27868.5,Other
162,43578.0,27868.0,Other
163,43183.5,27868.5,Other
164,43753.0,27862.0,Other
165,43724.5,27870.0,Other
166,43143.0,27871.0,Other
167,43237.5,27881.5,Other
168,43414.0,27885.0,Other
169,43767.0,27889.5,Other
170,43377.5,27906.5,Other
171,43689.5,27899.5,Other
172,43809.5,27898.5,Other
173,43518.5,27897.0,Other
174,43581.0,27896.0,Other
175,43176.0,27899.5,Other
176,43731.0,27897.0,Other
177,43404.0,27897.5,Other
178,43631.0,27906.0,Other
179,43425.5,27909.0,Other
180,43110.0,27914.5,Other
181,43726.0,27914.0,Other
182,43408.5,27919.5,Other
183,43745.0,27928.5,Other
184,43783.0,27921.5,Other
185,43448.0,27921.5,Other
186,43564.5,27913.5,Other
187,43807.0,27919.0,Other
188,43353.0,27931.0,Other
189,43599.0,27934.5,Other
190,43126.5,27938.5,Other
191,43569.0,27935.0,Other
192,43150.0,27930.5,Other
193,43200.0,27940.0,Other
194,43235.0,27942.0,Other
195,43803.5,27947.5,Other
196,43542.5,27968.0,Other
197,43779.5,27954.5,Other
198,43406.0,27966.5,Other
199,43615.0,27966.5,Other
200,43371.5,27973.5,Other
201,43019.0,27967.0,Other
202,43645.0,27970.0,Other
203,43135.0,27984.0,Other
204,43176.0,27980.0,Other
205,43076.5,27993.5,Other
